experiment_id,boronate/boronic ester smiles,bromide smiles,product_smiles,reaction_image,solvent,base,ligand,palladium source,temperature,comment,yield,round_id,raw_readout,internal_standard_redout,,,,,,
,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,,"1,4-dioxane:water",K3PO4,SPhos,SPhosPdG4,100,,0.51,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",K3PO4,SPhos,SPhosPdG4,100,,0.21,2,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",K3PO4,SPhos,SPhosPdG4,100,,0.20,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,"1,4-dioxane:water",K3PO4,SPhos,SPhosPdG4,100,,0.57,2,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,"1,4-dioxane:water",K3PO4,SPhos,SPhosPdG4,100,,0.39,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,"1,4-dioxane:water",Na2CO3,SPhos,SPhosPdG4,100,,0.58,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,"1,4-dioxane:water",Na2CO3,SPhos,SPhosPdG4,100,,0.61,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.64,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.59,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.21,2,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.22,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.87,2,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,"1,4-dioxane:water",K3PO4,XPhos,XPhosPdG4,100,,0.90,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",Na2CO3,XPhos,XPhosPdG4,100,,0.46,2,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",Na2CO3,XPhos,XPhosPdG4,100,,0.47,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,"1,4-dioxane:water",Na2CO3,XPhos,XPhosPdG4,100,,0.61,2,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,"1,4-dioxane:water",Na2CO3,XPhos,XPhosPdG4,100,,0.58,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,,DMF:water,Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,0.03,2,,,,,,,,
,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,,DMF:water,Na2CO3,P(tBu)3,P(tBu)3PdG4,60,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.20,2,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.13,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,DMF:water,Na2CO3,SPhos,SPhosPdG4,60,,0.12,2,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,DMF:water,Na2CO3,SPhos,SPhosPdG4,60,,0.20,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"16%(12, 20)"
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,K3PO4,XPhos,XPhosPdG4,60,,0.05,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,K3PO4,XPhos,XPhosPdG4,60,,0.06,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,DMF:water,K3PO4,P(tBu)3,P(tBu)3PdG4,100,,0.24,2,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,DMF:water,K3PO4,P(tBu)3,P(tBu)3PdG4,100,,0.29,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.82,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.85,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,DMF:water,K3PO4,SPhos,SPhosPdG4,100,,0.26,2,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,DMF:water,K3PO4,SPhos,SPhosPdG4,100,,0.24,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,DMF:water,Na2CO3,SPhos,SPhosPdG4,100,,0.19,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,DMF:water,Na2CO3,SPhos,SPhosPdG4,100,,0.19,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,DMF:water,Na2CO3,SPhos,SPhosPdG4,100,,0.22,2,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,DMF:water,Na2CO3,SPhos,SPhosPdG4,100,,0.24,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,K3PO4,XPhos,XPhosPdG4,100,,0.21,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,K3PO4,XPhos,XPhosPdG4,100,,0.21,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,Toluene:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,Toluene:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,Toluene:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,Toluene:water,K3PO4,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,COc1nnc(OC)c([B@-]2(OCC[N+](C3)2C)OC3=O)c1,Cc1c(Br)c(C)nc(N)n1,COc1nnc(OC)c(c2c(C)nc(N)nc2C)c1,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,60,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,60,,0.04,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,60,,0.05,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,Toluene:water,Na2CO3,SPhos,SPhosPdG4,60,,0.0,2,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,Toluene:water,Na2CO3,SPhos,SPhosPdG4,60,,0.03,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,Toluene:water,K3PO4,XPhos,XPhosPdG4,60,,0.05,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,Toluene:water,K3PO4,XPhos,XPhosPdG4,60,,0.07,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,Toluene:water,K3PO4,P(tBu)3,P(tBu)3PdG4,100,,0.19,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,Toluene:water,K3PO4,P(tBu)3,P(tBu)3PdG4,100,,0.16,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.0,2,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,Toluene:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,Toluene:water,K3PO4,SPhos,SPhosPdG4,100,,0.0,2,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,Toluene:water,K3PO4,SPhos,SPhosPdG4,100,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,Toluene:water,Na2CO3,SPhos,SPhosPdG4,100,,0.0,2,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,Toluene:water,Na2CO3,SPhos,SPhosPdG4,100,,0.0,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,Toluene:water,K3PO4,XPhos,XPhosPdG4,100,,0.13,2,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,Toluene:water,K3PO4,XPhos,XPhosPdG4,100,,0.08,2,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,Third round optimization,,,,,,,,,,,,,,,,,,,
,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.24,3,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.4,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.27,3,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,DMF:water,Na2CO3,PPh3,Pd(PPh3)4,100,,0.56,3,,,,,,,,
,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,100,,0.4,3,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,100,,0.54,3,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,100,,0.3,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,100,,0.82,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,"1,4-dioxane:water",Na2CO3,P(tBu)3,P(tBu)3PdG4,100,,0.52,3,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,"1,4-dioxane:water",Na2CO3,P(tBu)3,P(tBu)3PdG4,100,,0.57,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,"1,4-dioxane:water",Na2CO3,P(tBu)3,P(tBu)3PdG4,100,,0.19,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,"1,4-dioxane:water",Na2CO3,P(tBu)3,P(tBu)3PdG4,100,,0.3,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,O=Cc1[nH]c(Br)cc1,O=Cc1[nH]c(c(cc2c3cccc2)c4c3cccc4)cc1,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,100,,0.79,3,,,,,,,,
,O=C1O[B-]2(C3=NN(C4CCCCO4)C=C3)OC(C[N+](C1)2C)=O,O=C(OCC)C1CCCC2=C1N=C(Br)S2,O=C(OCC)C1CCCC2=C1N=C(C3=NN(C4CCCCO4)C=C3)S2,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,100,,0.39,3,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,100,,0.92,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,DMF:water,K3PO4,PPh3,Pd(PPh3)4,100,,0.78,3,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",Na2CO3,PPh3,Pd(PPh3)4,60,,0.26,3,,,,,,,,
,O=C1O[B@@-]2(C3=C(OC)N=NC(OC)=C3)OC(C[N+](C1)2C)=O,CC1=C(C)C(Br)=C(C)C(C)=C1C,CC1=C(C)C(C)=C(C)C(C)=C1C2=C(OC)N=NC(OC)=C2,,"1,4-dioxane:water",Na2CO3,PPh3,Pd(PPh3)4,60,,0.09,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,CC1=CC=C(N=C1)Br,CC(C=C1)=CN=C1c(cc2c3cccc2)c4c3cccc4,,"1,4-dioxane:water",Na2CO3,PPh3,Pd(PPh3)4,60,,0.37,3,,,,,,,,
,O=C1O[B@-]2(c(cc3c4cccc3)c5c4cccc5)OC(C[N+](C1)2C)=O,Brc(n1)[nH]c2c1cccc2,c(cc1c2cccc1)(c(n3)[nH]c4c3cccc4)c5c2cccc5,,"1,4-dioxane:water",Na2CO3,PPh3,Pd(PPh3)4,60,,0.03,3,,,,,,,,
,CC(C)(OC(n1c([B-]2(OCC[N+](C3)2C)OC3=O)ccc1)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(Br)c2)=O)C,CC(C)(OC(N1CCC(CC1)n2ncc(c3n(C(OC(C)(C)C)=O)ccc3)c2)=O)C,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,60,,0.17,3,,,,,,,,
,O=C1O[B-]2(c(c3)sc4c3cccc4)OCC[N+](C1)2C,Brc1c(OCCOCc2ccccc2)cccc1,c1(COCCOc2c(c(c3)sc4c3cccc4)cccc2)ccccc1,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,60,,0.28,3,,,,,,,,
,O=C1O[B@@-]2(c3cscc3)OCC[N+](C1)2C,N#Cc1scc(Br)c1,N#Cc1scc(c2cscc2)c1,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,60,,0.4,3,,,,,,,,
,O=C1O[B-]2(c3ccc(OCc4ccccc4)cc3)OC(C[N+](C1)2C)=O,CN(c1nc(OCc2ccccc2)c(Br)cn1)C,CN(c1nc(OCc2ccccc2)c(c3ccc(OCc4ccccc4)cc3)cn1)C,,"1,4-dioxane:water",K3PO4,PPh3,Pd(PPh3)4,60,,0.19,3,,,,,,,,
,O=C1O[B-]2(C3=COC=C3)OC(C[N+](C1)2C)=O,BrC1=CC=C(NC=C2)C2=C1,C1(NC=C2)=C2C=C(C3=COC=C3)C=C1,,DMF:water,Na2CO3,XPhos,XPhosPdG4,100,,0.73,3,,,,,,,,
